trending_id,trend_date_time,trend,user1_id,tweet1,user2_id,tweet2,user3_id,tweet3,user4_id,tweet4,user5_id,tweet5
1,2021-12-03 21:03:31.034742,#HappyBirthdayJin,0,-,0,-,0,-,0,-,0,-
2,2021-12-03 21:03:31.286371,suga,28431722,"Começou!

Eles estão todos de terno e sentados na ordem oficial: V, Suga, Jin, Jungkook, RM, Jimin e j-hope

#BTSxQuem",28431722,"Como estão se sentindo com a nova indicação ao Grammy

SUGA: Fomos indicados dois anos seguidos e ainda não aprece… https://t.co/hVU4mBwc9F",28431722,"Vocês se preocupam com o futuro agora que já receberam tantos prêmios e reconhecimentos importantes?

SUGA: Acho qu… https://t.co/laelJIjC5H",78148969,"OH Léo Dias eu vou mandar a fatura pra você, do salário da Fabia Oliveira tá? Porque sua coluna tá um cópia e cola… https://t.co/uqXiScG2mV",0,-
3,2021-12-03 21:03:31.417346,#JINDAY,132699857,"REIZINHO! Jin, membro do BTS, está completando 29 anos no dia de hoje. 

Muitas felicidades para a lenda 🥳

#JINDAY https://t.co/x7SSykPCrJ",0,-,0,-,0,-,0,-
4,2021-12-03 21:03:31.527791,#playplusmudo,0,-,0,-,0,-,0,-,0,-
5,2021-12-03 21:03:31.720859,TE AMAMOS DAYANE MELLO,34590687,TE AMAMOS DAYANE MELLO ❤️🍷 https://t.co/RcyA8Rz3kU,0,-,0,-,0,-,0,-
6,2021-12-03 21:03:31.857518,#OClone,18219976,Jade já pode comemorar: Said desistiu do casamento! Mas...... nem tudo saiu do jeito que ela esperava 👁️👁️ #OClone https://t.co/NDQDcKWkoL,18219976,Jade contou sobre a gravidez para Said. #OClone https://t.co/tsm7MTiZWH,18219976,Nazira não perdoa! 😂 #OClone https://t.co/5e29CpJWzK,0,-,0,-
7,2021-12-03 21:03:32.05023,Faro,921344216948756481,"""Estreando uma nova dupla: Faro e Caninana"", declara @RodrigoFaro 😅 O @horadofaro com @daymelloreal promeete 🔥… https://t.co/1z5jiS5JYa",1346977692919492609,"A atividade ainda não começou para os peões lá dentro, mas essas são as plaquinhas que a Dayane deu para o Bil na H… https://t.co/TAaWnQdSx5",57856697,Rico é o nome da edição. Fez Galisteu abrir a noite mais importante do reality batendo panela. Colocou o Faro para… https://t.co/RcpGlzC64f,16581972,"Ontem nós recebemos @manugavassi no Faro Novabrasil, e você pode conferir a entrevista na íntegra pelo nosso podcas… https://t.co/5tCqZbYJjC",458594879,"A gravação da Hora do Faro começou, porém o PlayPlus está mudo. 🤡 #AFazenda"
8,2021-12-03 21:03:32.252479,Leclerc,17708280,"Leclerc tá bem, já voltou pro padoque , liberado sem precisar ir ao hospital",17708280,Parece milagre: não só Leclerc saiu bem mas vai poder usar a mesma unidade de potência e o chassis,57398778,E o circuito de Jeddah faz a primeira vítima. Vejam como ficou a Ferrari do Leclerc... #f1 #Formula1 https://t.co/2J3Lzej2Rz,90697573,".@maribecker traz informações de @Charles_Leclerc após a batida

Piloto da @ScuderiaFerrari sofreu um acidente depo… https://t.co/o73L920ZTc",90697573,"BANDEIRA VERMELHA! 🚩Leclerc bateu no muro! 😦

#F1noBandSports #F1 #SaudiArabianGP https://t.co/8f9oof5FA3"
9,2021-12-03 21:03:32.373486,#JinBirthday,0,-,0,-,0,-,0,-,0,-
10,2021-12-03 21:03:32.515886,Magnus Carlsen,234966034,Magnus Carlsen é foda demais.,0,-,0,-,0,-,0,-
11,2021-12-04 03:00:12.345526,Fortaleza,36381921,"EU TE AMO, FORTALEZA! ❤️💙🤍",1058748734820044800,"Juramos que seriam 100 dias, mas nossa conexão é tão forte!!! VC é minha fortaleza, obrigado por tudo! GIRAH é pra… https://t.co/zr5X0qVg08",49751816,"Olha quem veio nos visitar no treino de hoje!

O Daniel, o torcedor santista que se emocionou no jogo contra o Fort… https://t.co/W2X2bduklT",124658538,FIM. O Fortaleza é o primeiro clube do Nordeste a conquistar a vaga na Libertadores via pontos corridos na história… https://t.co/xutrxVGVM4,19351269,"É INÉDITO! LEÃO NA LIBERTADORES 🦁

Fortaleza vence o Juventude por 1 a 0 e está matematicamente classificado para a… https://t.co/2fFqYfIQ7t"
12,2021-12-04 03:00:12.453154,MURILO HUFF EM BRASILIA,0,-,0,-,0,-,0,-,0,-
13,2021-12-04 03:00:12.570605,#AtitudeLGBTQ,0,-,0,-,0,-,0,-,0,-
14,2021-12-04 03:00:12.719282,PROFUMO DAYANEANDYOU,1349374866139570178,"Três mil comentários aqui com a tag. Bora?! 

PROFUMO DAYANEANDYOU",0,-,0,-,0,-,0,-
15,2021-12-04 03:00:12.999548,Hugo,3091517266,"QUE DEFESA SENSACIONAAAAALLLLLLLLLLLLLLLLLLLLLLLLLLL!!! O HUGO É MONSTROOOOO!!! #colunadofla 

https://t.co/s8hiqzlopt",332324517,"Honrado em receber esse elogio do meu amigo @tarcisiogdf ! Parabéns por todo trabalho, camarada! Conte comigo por a… https://t.co/vCUj5GGcUw",102241754,"Hugo Souza:

""Eu reavaliei muita coisa. Precisei repensar muita coisa. Extracampo e dentro de campo. Trabalhei meu… https://t.co/27A57SG0EV",3157927787,"Hugo merece apoio, hein?",130343319,"Hugo tem muita personalidade. Admitiu que falhou dentro e fora de campo, caiu para terceira opção, mas está agarran… https://t.co/LkgYEnNGu5"
16,2021-12-04 03:00:13.124894,GIRABRAHMA EM JAGUARIUNA,0,-,0,-,0,-,0,-,0,-
17,2021-12-04 03:00:13.258774,#LaCasaDePapael5,0,-,0,-,0,-,0,-,0,-
18,2021-12-04 03:00:13.419757,Sandro Meira Ricci,55069015,"Quer dizer que o Sandro Meira Ricci criticou o VAR no podcast do @luizcarlosjnr e do grande Lédio Carmona?! 
Pena q… https://t.co/I8fhO5YH11",10842792,"Central do Apito: Sandro Meira Ricci não vê pênalti de Marlon em Atlético-MG x Fluminense.

Hulk converteu a penali… https://t.co/Uv7CNYM0Hg",26291959,@andrizek Nesse dia aqui o VAR também criou o erro claro? Vamos puxar o que vocês falaram no programa do dia seguin… https://t.co/Nm6vnkUFTj,27886811,"Sandro Meira Ricci, na Central do Apito, não viu pênalti de Marlon. Também achei que não deveria ser marcado. #trmineirao",28362964,Sandro Meira Ricci é o grande responsável pelo discurso do Flamengo. Pênalti claro. Abriu o braço e a bola tomou no cotovelo.
19,2021-12-04 03:00:13.559454,poze,769228033299472384,Mc Poze do Rodo é o único artista com dois clipes na lista dos dez mais vistos no Youtube em 2021 -… https://t.co/CNnS6KN3Q6,769228033299472384,"Mc Poze e Nego do Borel apostam 50 mil reais em partida de futebol, mas Nego aparece com apenas 10 mil -… https://t.co/iPApSFijI8",0,-,0,-,0,-
20,2021-12-04 03:00:13.728467,#LiveDoEliminado,1349374866139570178,Fazendeira mais linda que essa NÃO TEM! 💖 #LiveDoEliminado https://t.co/HGulG1raCL,37681380,"Com 87%, a @daymelloreal ganhou o Troféu Agente do Caos. 🔥🤠

#LiveDoEliminado
Assine o @sigaplayplus e tenha acesso… https://t.co/LBqLvGbQ6m",1349374866139570178,"Lucas: ""Dayane, qual foi momento que você mais brilhou na fazenda?""

Day: ""Na minha chegada, porque depois foi só l… https://t.co/UftV1xNjJY",37681380,"""A vida de um reality não é a vida real"", dispara @daymelloreal. 🗣️🥵

#LiveDoEliminado
Assine o @sigaplayplus e ten… https://t.co/6Xjc6WKOF4",37681380,Qual troféu Dayane merece? 🤔 Participe da enquete! #LiveDoEliminado #AFazenda
24,2021-12-04 15:00:40.650485,#SuperTunaByJin,0,-,0,-,0,-,0,-,0,-
26,2021-12-04 15:00:40.958024,#OurMiracleSoobinDay,0,-,0,-,0,-,0,-,0,-
21,2021-12-04 15:00:40.058818,Chelsea,28562620,"Times do Big Six que já visitaram o ótimo West Ham nesta temporada:

Chelsea perdeu
Liverpool perdeu
Tottenham perdeu
United ganhou",790652550,"Não mentiu. É o Frank Lampard que está falando isso, tá? 

Hazard era um baita de um craque no Chelsea. https://t.co/2HaMeshgoo",28562620,"Jorginho foi o melhor do Chelsea na Premier League? Não.

Jorginho foi o melhor do Chelsea na Champions? Não.

Jorg… https://t.co/GUXCmTbRzB",752488263747833856,"West Ham esta época:

▪️ Vitórias contra Tottenham, Liverpool e Chelsea na PL
▪️ Eliminaram Man United e Man City d… https://t.co/jnoqfUH655",38349171,Melhor do que Chelsea e City: rotina de títulos coloca Palmeiras entre os mais vitoriosos do mundo | palmeiras | ge https://t.co/LjUVTISJIT
22,2021-12-04 15:00:40.261657,#justiceforkeyd,2829556641,"SE NAO TA NA REGRA E TA NO JOGO É PRA USAR
O MENINO É PRO PLAYER E NAO PROGRAMADOR
#justiceforkeyd",86545772,O único jeito de um dia acabarmos com isso e competimos em iguais condições será quando nos unirmos como comunidade… https://t.co/1V5jPtCY1F,2898594002,"Aparentemente nao estava na lista de exploits proibidos entregado a players no comeco do game.

Foram 3 rounds ganh… https://t.co/w7YBQ1BhUZ",868185868292501504,"Spamma isso aqui: #justiceforkeyd
Se for dar uma punição que seja de acordo com o que ocorreu, de 6 rounds q ele co… https://t.co/iFKTJVEIPU",2339396719,"de todas as punições essa já entrou pra história como uma das maiores bizarrices nos esports

e se a decisão era tã… https://t.co/VN7iW5Nnfj"
23,2021-12-04 15:00:40.497552,Thiago Silva,2834461491,OHH THIAGO SILVA 🐐,4381616655,Thiago Silva on @TrevohChalobah. https://t.co/lTsXm7PMeM,4381616655,Thiago Silva 💙 https://t.co/AK3WjhWcVF,22910295,Oh Thiago Silva. 🎶 https://t.co/IQmRo3k4un,627673190,"🇧🇷 Thiago Silva is 37 😮

@ChelseaFC | @tsilva3 | #UCL https://t.co/Bmp8RIQNqn"
25,2021-12-04 15:00:40.824835,Iansã,102826672,"04 de dezembro é Dia de Iansã, deusa dos ventos e tempestades, mulher forte que ia pra guerra com os homens e encan… https://t.co/5YAlbih6uJ",226286866,"Lá no bambuzal
Lá no bambuzal
Tem acarajé, Iansã
Lá no bambuzal... 🎶🌬️🌪️⚡",0,-,0,-,0,-
27,2021-12-04 15:00:41.078825,#눈처럼_포근한_수빈이의_겨울,0,-,0,-,0,-,0,-,0,-
28,2021-12-04 15:00:41.300074,Mount,420535612,"GOOOOOOOOLAÇO!

MOUNT MARCA PARA O CHELSEA!

West Ham 1 x 2 Chelsea

Assista à partida AO VIVO pela #ESPNnoStarPlus… https://t.co/EE4pagkXaf",1042415694426435584,"Mason Mount (22 anos) é o meia sub-23 com mais participações em gols na Premier League 21/22! 🏴󠁧󠁢󠁥󠁮󠁧󠁿💎

⚔️ 11 jogos… https://t.co/BcEobxY61O",0,-,0,-,0,-
29,2021-12-04 15:00:41.495442,#F1noBandSports,90697573,"Liga no BandSports! ☕️ Treino Livre 3 vai começar com @smdoficial, @maxwilson e @RegiLeme. Participe da transmissão… https://t.co/WPIn2Y0PZL",90697573,"LUTO! Faleceu neste domingo Frank Williams, fundador e dono de uma das maiores maiores escuderias da Fórmula 1. O a… https://t.co/ZYWcUu9WGn",90697573,"""Sir Frank Williams foi uma das pessoas mais gentis que tive o prazer de conhecer neste esporte"", disse… https://t.co/j9NqTNBHz1",0,-,0,-
30,2021-12-04 15:00:41.635044,Eparrey Oyá,102826672,"04 de dezembro é Dia de Iansã, deusa dos ventos e tempestades, mulher forte que ia pra guerra com os homens e encan… https://t.co/5YAlbih6uJ",0,-,0,-,0,-,0,-
31,2021-12-04 21:00:10.899834,CLIPE PASSANDO O RODO,4163500522,CLIPE PASSANDO O RODO,1849697408,usem CLIPE PASSANDO O RODO,0,-,0,-,0,-
32,2021-12-04 21:00:11.104913,Verstappen,752488263747833856,Verstappen estava a caminho de fazer pole position no #SaudiArabianGP mas bateu na última curva. https://t.co/23Rj9xQMlW,57398778,Sobre Verstappen: é o caso clássico do piloto que tentou de tudo para tirar do carro mais do que ele tinha a oferec… https://t.co/Kj438cPHOC,29114889,"Coitado do Verstappen, imagina o que vai ouvir desse lixo tóxico. https://t.co/sKikRvxEJR",57398778,"HAMILTON! É a 103ª pole de Hamilton na F-1, a quinta nesta temporada. Verstappen sai em terceiro. Se a corrida term… https://t.co/KTglaU4Jfn",28562620,"Verstappen não segurou a pressão e bateu na última curva!

Hamilton pole e Bottas sai em segundo na Arábia Saudita."
33,2021-12-04 21:00:11.26865,3M DO RICO,0,-,0,-,0,-,0,-,0,-
34,2021-12-04 21:00:11.391204,LANA ARTIST OF THE DECADE,0,-,0,-,0,-,0,-,0,-
35,2021-12-04 21:00:11.535146,Hummels,64329731,"Há uns anos o Bayern podia ter ficado com Hummels por gratidão.

Pensou como deve pensar: os contratos são feitos p… https://t.co/NXmNWX965n",124658538,"Se a defesa do Bayern da espaço, a do Dortmund faz é cagada mesmo. Parabéns, Hummels!",0,-,0,-,0,-
36,2021-12-04 21:00:11.758794,Bayern,752488263747833856,"Bellingham deixou críticas à arbitragem e ao penálti assinalado que deu a vitória ao Bayern: ""Quando nomeias um árb… https://t.co/uc83hVONZ6",64329731,"Há uns anos o Bayern podia ter ficado com Hummels por gratidão.

Pensou como deve pensar: os contratos são feitos p… https://t.co/NXmNWX965n",752488263747833856,Adivinhem quem já marcou contra o Bayern. https://t.co/M4TKgqC4fl https://t.co/NEWJZMdeJo,1413416084615614466,"Olha só quem é o ADM do Bayern Brasil hoje 👀

@ZR11 ♦️ #SomosFCBayern https://t.co/DxGrHVDC8z",64329731,"Coutinho ganha chance como titular. Piqué e De Jong fora, pensando no jogo com o Bayern, provavelmente.

Ter Stegen… https://t.co/56DkwYMHp1"
37,2021-12-04 21:00:11.912259,Jovic,36172216,Benzema deixa o campo sentindo a coxa esquerda. Veremos a gravidade da lesão. Jovic vai para o jogo.,0,-,0,-,0,-,0,-
38,2021-12-04 21:00:12.097143,#Caldeirao,18219976,"""Você é o Leonardo?""
""Ah, então você é o Leandro?""

O FAUSTO 🗣️🗣️🗣️🗣️ #Caldeirão https://t.co/k3o331YRb0",18219976,A época pré-faustânica-cambriana 🗣️🗣️🗣️ #Caldeirão https://t.co/o5pBfT9J8q,18219976,Vem na dancinha que o nosso #Caldeirão tá on! 🧡 https://t.co/fyC2iUKuCK,36152770,Quem tá curtindo o #Caldeirao ??,43462979,"17h35, em Brasília

#GrandeFinalNoSBT 28.7
#Caldeirão 1.9
#CidadeAlerta 0.6
#BrasilUrgente 0.0"
39,2021-12-04 21:00:12.29139,Hamilton,11129062,Só para vocês entenderem um pouco do risco que é essa pista do Jeddah Corniche Circuit. Reparem nessa onboard do Ha… https://t.co/mMsFMBSj85,57398778,"HAMILTON! É a 103ª pole de Hamilton na F-1, a quinta nesta temporada. Verstappen sai em terceiro. Se a corrida term… https://t.co/KTglaU4Jfn",11129062,"E pra quem perguntou aqui, a Mercedes estava com a unidade de potência da Turquia no carro de Lewis Hamilton nesta… https://t.co/6NsqPabRp2",57398778,A FIA desta vez foi rápida e já decidiu: Hamilton não será punido. As bandeiras amarelas foram apagadas instantes a… https://t.co/8Rq7CTRq0q,28562620,"Verstappen não segurou a pressão e bateu na última curva!

Hamilton pole e Bottas sai em segundo na Arábia Saudita."
40,2021-12-04 21:00:12.437886,Militão,36172216,Militão tirando tudo na área do Real Madrid. Madre mía!,124658538,Militão tirando tudo na defesa do Real Madrid. Absurdo demais!,0,-,0,-,0,-
41,2021-12-05 03:01:01.81837,Ramon,10842792,"Lateral do Flamengo, Ramon atropela ciclista, que morre a caminho do hospital

Jogador de 20 anos se envolveu em ac… https://t.co/5vpRHfZqqN",466976176,Assim ficou o carro de Ramon após o acidente. O jogador do Flamengo está em uma delegacia prestando depoimento. https://t.co/RWFI9Zim0E,466976176,"Confirmei que, de fato, Ramon se envolveu em um acidente de carro na Barra da Tijuca, Zona Oeste do Rio de Janeiro.… https://t.co/K5vAoA59VF",466976176,"Ramon, Lateral do Flamengo, se envolve em acidente, atropela e mata ciclista na Zona Oeste do Rio. O Corpo de Bombe… https://t.co/UYGiWJ1kWD",15911679,O Corpo de Bombeiros confirmou que a vítima faleceu a caminho do hospital. Ramon se apresentou à polícia para prest… https://t.co/2uiLKOFxMX
42,2021-12-05 03:01:02.065875,#FestaAFazenda,921344216948756481,".@mileidemihaile chora com @RicoMelquiades sobre @bilaraujjo. #FestaAFazenda

Acompanhe #AFazenda pelo… https://t.co/9CHvRvUDYO",154141941,"Eu amei a reação de todos ouvindo a música.
Independe do jogo, é notório que eles torcem por mim na vida, e eu quer… https://t.co/neOah8Q0Zo",921344216948756481,.@RicoMelquiades e @mileidemihaile dizem que julgam os peões de acordo com o que eles fazem dentro do reality e não… https://t.co/zRQCuFmcR2,921344216948756481,"Para @bilaraujjo e @gomessolange, @mileidemihaile resolveu ""aparecer agora"" na reta final do jogo. #FestaAFazenda… https://t.co/3Cpi8ep50B",1346977692919492609,Edição no ar. Quem ai tá acompanhando? #FestaAFazenda
43,2021-12-05 03:01:02.237409,tinashe,132699857,"QUE ENCONTRO! Anitta, Lil Nas X, Normani e Tinashe juntos no Variety Hitmakers 🤩 https://t.co/HGPq5bYDVb",2484226796,"ANITTA COM TINASHE, LIL NAS X E NORMANI MEU DEUS https://t.co/gtSMd4R5NR",132699857,"QUE MULHERES! Anitta, Normani, Chloe Bailey e Tinashe no evento da Variety ❤️‍🔥 https://t.co/fZ2jZpLx7w",15292534,"O squad da gata! @Anitta se divertiu com @LilNasX, @Normani e @Tinashe neste sábado (4) na celebração dos hitmakers… https://t.co/RyN3uvYTjn",0,-
100,2021-12-06 21:00:18.578786,LOVEZINHO COM TAYNARA,0,-,0,-,0,-,0,-,0,-
219,2021-12-11 03:00:54.073463,#TopChefBrasil,0,-,0,-,0,-,0,-,0,-
44,2021-12-05 03:01:02.477462,Marcinho,39326635,Cruzeiro segue com planejamento para 2022 e Marcinho deixará o clube (com @guilhermepiu e @samuelvenancio)… https://t.co/VYlYKwRMRE,97208991,"ESTAMOS PRONTOS! 🌪️🔴⚫ 

1 - Santos 
34 - Pedro Henrique 
44 - Thiago Heleno 
2 - Nico Hernández 
5 - Marcinho 
26 -… https://t.co/3LJJEFosWK",10842792,"Central do Apito não vê pênalti em bola no braço de Marcinho. 

Confira análise do lance em Corinthians x Athletico: https://t.co/jkMUwQ2hkK",97208991,"Prontos pro desafio de hoje! 
VAMOS! 🌪️💪 

1 - Santos
34 - Pedro Henrique 
44 - Thiago Heleno 
2 - Nico Hernández… https://t.co/gRIY6P8SBW",0,-
45,2021-12-05 03:01:02.806867,lana,788794760764985344,"Imagina lançar 7 álbuns aclamados, mudar os rumos de um gênero musical, consolidar uma fã base forte e tudo isso se… https://t.co/N0Ln3zL6kc",132699857,O PODER! Anitta e Lana del Rey juntas no evento da Variety 🔥 https://t.co/jaJVkCdqZq,60232046,ANITTA E LANA DEL REY JUNTAS AÍ MEU CORAÇÃO 😭 https://t.co/5eXJL1rdib,788794760764985344,🏆Não poderia ser outra pessoa! Lana Del Rey recebe o “Decade Award” no #Hitmakers. A cantora e compositora foi honr… https://t.co/BXoTtVlvCH,788794760764985344,"Encontro de gerações! Avril Lavigne, Lana Del Rey, Olivia Rodrigo, Kali Uchis e Iann Dior em evento de revista esta… https://t.co/F8pycWllv0"
46,2021-12-05 03:01:02.998417,#FortniteFlipped,969238538423324672,"Inverta seu mundo para descobrir um novo.

Use a hashtag #FortniteFlipped, vire seu perfil e publicações nas mídias… https://t.co/nOsQ3XS0fw",969238538423324672,"Está tudo ficando mais claro.

Use a hashtag #FortniteFlipped para revelar o que há debaixo da Ilha e acompanhe o p… https://t.co/ho281aG6JC",976608464721072134,"Bora revelar o mapa, galera! Usem a hashtag #FORTNITEFLIPPED pra gente conseguir :D",976608464721072134,Por favor quero jogar alguém me ajuda #fortniteflipped,976608464721072134,Um novo anúncio do Fortnite com teias apareceu em Nova Iorque 👀 Quem viu primeiro foi o @NateHillTV… https://t.co/C6Smgd7sbK
47,2021-12-05 03:01:03.266352,BIL NAO ESTA SOZINHO,1346977692919492609,Passando para agradecer a todos vocês pela tag “BIL NAO ESTA SOZINHO” que entrou nos trends! Obrigado por toda essa… https://t.co/hMkKBHJNlU,1346977692919492609,"COMO ASSIM A TAG TA COM 100k? E sem uma grande ajuda do oficial para subir? Vocês não estão de brincadeira mesmo, e… https://t.co/m0aW1R2R2y",0,-,0,-,0,-
48,2021-12-05 03:01:03.440923,#BakeOffBrasil,50139102,"De volta à tenda mais doce do país, os confeiteiros vão encarar uma prova técnica pra lá de desafiador 👀🍰… https://t.co/guz9ztWJZs",50139102,Hoje tem @bakeoffbrasil diretamente do nosso lindíssimo bosque! E eu tô assim: amando demaissss ❤ Te espero às 22h3… https://t.co/2p6wf2DmNz,50139102,"TOP 5 formado e diretamente do nosso lindo bosque do @BakeOffBrasil! Hoje, às 22h30, não perca, é no @SBTonline, já… https://t.co/XHH3ydfRpL",0,-,0,-
49,2021-12-05 03:01:03.702422,#altashoras,34779125,"No #AltasHoras, @caetanoveloso contando para @oserginho como ficou emocionado com shows de @GalCosta durante a pand… https://t.co/RqdMpiBSiR",18219976,Só convidados maravilhosos pra gente ficar juntinhos até #AltasHoras 💜 https://t.co/S67jqxktQf,38427754,"SÁ-BA-DOU! 
Vem curtir até #AltasHoras com a gente!!! ✌️
@DiogoNogueira; @PauloRicardo; @oserginho; @LexaOficial,… https://t.co/reb2kc3Yoh",583108053,"*“Força Estranha” no #AltasHoras de ontem, onde tive a surpresa de reencontrar minha grande e querida amiga… https://t.co/lY5ndkyX8B",44693900,"É pra chorar mesmo, assistindo esse momento de @GalCosta e @caetanoveloso 

“Por isso uma força me leva a cantar
Po… https://t.co/Y0y0781HbY"
50,2021-12-05 03:01:03.904989,MURILO HUFF EM GURUPI,0,-,0,-,0,-,0,-,0,-
51,2021-12-05 15:00:28.468854,#GoVK,2360186804,"VOCÊS SÃO GIGANTES! 🇧🇷

A torcida brasileira é surreal, o nosso muito obrigado à todos! Estamos fazendo história e… https://t.co/nyT6amiURn",2360186804,"É BRASIL NO MUNDIAL! 🇧🇷

ESTAMOS TORCENDO POR VOCÊS @TeamVikings! MOSTREM PRA ELES A FORÇA BRASILEIRA! 

#GoVK 🤝… https://t.co/57nvHDy3yO",2360186804,"ESSE É O HEAT REBAIXADO PASSANDO NA SUA TL

Mande um #GoVK ou ele nunca mais vai sorrir pra você https://t.co/ZqkYOrB7xH",2337119209,"Eu ia opinar, mas isso não vai mudar nada.
Viemos para jogar e é isso que vamos fazer até o final!
Se tive que bate… https://t.co/RUFm0pW1bd",868185868292501504,"Falaram que nós eramos fracos, e estamos mostrando a nossa força, estou orgulhosa! Vamo BRASIL
#GoVK #GoVKS #GoFuria 🇧🇷"
52,2021-12-05 15:00:28.592067,1M PASSANDO O RODO,0,-,0,-,0,-,0,-,0,-
53,2021-12-05 15:00:28.777244,#MariliaMendonca,8802752,"Segundo delegado Ivan Lopes Sales, há a possibilidade de que a queda tenha sido causada por colisão contra linhas d… https://t.co/JaKVjiSYkK",232851660,Hoje completamos um mês sem Marília Mendonça! Ainda dói muito e é difícil acreditar que ela foi tão cedo e de forma… https://t.co/wOYrRjeBto,278829065,Reportagem sensível do ⁦@lucaspasin⁩. Um especial lindo e uma homenagem a #MaríliaMendonça com as gêmeas ⁦… https://t.co/WKt0T2Rb54,14306125,"""Vale a pena ter firmeza nos nossos sonhos. Te amo"", escreveu a sertaneja; acidente que vitimou a cantora precoceme… https://t.co/KavlnWnjUO",8802752,"""A gente acredita muito que foi uma inspiração extra, porque ela foi escrita muito rápido"" 🖤 https://t.co/WXUaQJTAnb #g1 #MaríliaMendonça"
54,2021-12-05 15:00:28.954869,Lucas Moura,48491604,"🇧🇷 BRs com mais participações diretas na temporada entre todos que atuam nas grandes ligas da Europa:

16 - Viníciu… https://t.co/4n3aup5Zfm",0,-,0,-,0,-,0,-
55,2021-12-05 15:00:29.150732,Acend,47652223,"Furia x Sentinels: pause por 16 minutos por um possível uso de exploit.

VK x Acend: juiz não prestou atenção, segu… https://t.co/9eL9wMLGkG",1329124877266161669,"Atualização: Penalidade da Vivo Keyd

Após revisões posteriores, estaremos repetindo a partida VK vs. Acend no iníc… https://t.co/E9M3ua0VZu",1737174847,"Deus, sou eu aqui de novo 

Ganhar esse mapa da Acend é o presente de natal da nação brasileira. Da o que é nosso 🙏",868185868292501504,"Riot MVP, 7 rounds de vantagem, 10 rounds da vk, 6 rounds da acend e os cara comemora, sem minha riot eu n consigo viu 🤣🤣🤣🤣🤣",47652223,"Não é possível que depois de um dia inteiro, no meio da reunião, os caras da Riot pensaram:
""Acho que para manter a… https://t.co/ClQPOARM0u"
56,2021-12-05 15:00:29.248115,#HanKerÜstünlüğü,0,-,0,-,0,-,0,-,0,-
57,2021-12-05 15:00:29.374143,RICO NÃO MENTIU,0,-,0,-,0,-,0,-,0,-
58,2021-12-05 15:00:29.619458,Riot,67949736,"Riot: coloca o chat em modo emote para evitar os xingamentos

Brasileiros: https://t.co/GSAKZGSs2W",868185868292501504,"Spamma isso aqui: #justiceforkeyd
Se for dar uma punição que seja de acordo com o que ocorreu, de 6 rounds q ele co… https://t.co/iFKTJVEIPU",868185868292501504,"Riot MVP, 7 rounds de vantagem, 10 rounds da vk, 6 rounds da acend e os cara comemora, sem minha riot eu n consigo viu 🤣🤣🤣🤣🤣",3150026453,keyd e tapetoes da riot uma historia de amor https://t.co/AMui7OCIhr,49079131,"0 integridade esportiva no campeonato. 

Parabéns pelo péssimo trabalho Riot Games. Me surpreende cada vez mais."
59,2021-12-05 15:00:29.833513,#VALORANTChampions,3643068928,"#VALORANT Keyd pode ter sua punição revertida no #VALORANTChampions: 

https://t.co/SPYdquz85C",86545772,"Brasil o País do FPS!! 🇧🇷🇧🇷🇧🇷🇧🇷
Parabéns @VivoKeyd #VALORANTChampions",1329124877266161669,"O @sacylol chama a responsa e traz o ACE! 🔥🔥

#VALORANTChampions
 
📺 AO VIVO em:
▪ https://t.co/AldnY49mSy
▪… https://t.co/lfxH35BVX6",1211364850762272768,"Chegamos perto.
Lembrando que ainda temos chances
Nossos meninos são incríveis.
GG nação.

#GOVKS #VALORANTChampions https://t.co/Ave8hEC82r",950972784,Essa já é a melhor campanha e melhor performance brasileira em torneios internacionais. @TeamVikings @VivoKeyd e… https://t.co/uHfkve5oHx
60,2021-12-05 15:00:29.982573,Repassa,49132320,"De agora na coluna no @NoticiasdaTV: SBT viu a Globo levar todo mundo do Palmeiras em seus programas e pensou ""prec… https://t.co/Wx6y3ADaId",7751462,"Grande homenageada da #CCXPWorlds, Laerte (@LaerteCoutinho1) repassa trajetória e processo criativo: “Depois de pub… https://t.co/hpVK9nouzq",92597881,"Deyvin e Renan já chegaram no SBT para gravarem o 'Passa ou Repassa'.

Meu primo @_icarozidiotti e a @dudaabarbieri… https://t.co/ELLPtAgXyO",468478772,"Estou simplesmente CHORANDO de rir com Deyverson, Rony e Renan, do Palmeiras, no “Passa ou Repassa” 😂😂😂",64208618,"DEYVINHO CRAQUE DO BASQUETE NO PASSA OU REPASSA

fodase"
61,2021-12-05 21:00:22.665791,Corinthians,44627459,"HOJE É DIA DE CORINTHIANS COM A @NeoQuimicaArena  LOTADA, FIEL!!!! VAMOOOOS!!!!

⚽ Corinthians x Grêmio
🏆… https://t.co/b4Od6d13GV",44627459,"C O R I N T H I A N S ⚫⚪

📷 @FelipeSzpak / Ag. Corinthians

#SCCPxGRE
#VaiCorinthians https://t.co/FPbo8zF1yX",44627459,"Começou, Fiel!!!! 💪🏾🙏🏾

🎶 VAMOS, CORINTHIANS! ESTE JOGO TEREMOS QUE GANHAR! 🎶

#SCCPxGRE 
#VaiCorinthians https://t.co/mMO3Ha5RsR",1524689467,Corinthians inimigo do entretenimento,24920669,"🏆 É CAMPEÃÃÃOOOOOOOOOOOOOOO!

A base feminina venceu o Corinthians, por 2 a 0, na Neo Química Arena, e conquistou o… https://t.co/r3qBBjfQje"
